,stop_name,direction_id,service_date_day,delay_time,month,Temp_Avg,Precipitation,Day_of_Week,slow_day_flag
2349,Community College,0,2020-07-12,107.0,7,80.5,0.0,6,0
2350,Community College,0,2020-07-13,106.0,7,77.0,0.07,0,0
2351,Community College,0,2020-07-14,107.0,7,71.0,0.62,1,0
2352,Community College,0,2020-07-15,107.0,7,66.0,0.07,2,0
2353,Community College,0,2020-07-16,108.0,7,64.5,0.0,3,0
2354,Community College,0,2020-07-17,107.0,7,66.5,0.11,4,0
2355,Community College,0,2020-07-18,,7,79.5,0.0,5,0
2356,Community College,0,2020-07-19,,7,82.5,0.0,6,0
2357,Community College,0,2020-07-20,108.0,7,84.0,0.0,0,0
2358,Community College,0,2020-07-21,108.0,7,82.0,0.0,1,1
2359,Community College,0,2020-07-22,107.0,7,73.5,0.32,2,0
2360,Community College,0,2020-07-23,107.0,7,78.5,0.57,3,1
2361,Community College,0,2020-07-24,105.5,7,74.5,0.0,4,0
2362,Community College,0,2020-07-25,,7,76.0,0.0,5,0
2363,Community College,0,2020-07-26,,7,82.0,0.0,6,0
2364,Community College,0,2020-07-27,108.0,7,85.0,0.0,0,0
2365,Community College,0,2020-07-28,108.0,7,86.5,0.0,1,0
2366,Community College,0,2020-07-29,107.0,7,80.0,0.0,2,0
2367,Community College,0,2020-07-30,108.0,7,78.5,0.0,3,0
2368,Community College,0,2020-07-31,108.0,7,72.5,0.0,4,0
2369,Community College,0,2020-08-01,109.0,8,75.0,0.0,5,0
2370,Community College,0,2020-08-02,109.0,8,78.5,0.07,6,0
2371,Community College,0,2020-08-03,108.0,8,82.5,0.0,0,1
2372,Community College,0,2020-08-04,106.0,8,74.5,0.17,1,0
2373,Community College,0,2020-08-05,108.0,8,81.0,0.0,2,1
2374,Community College,0,2020-08-06,108.0,8,76.0,0.0,3,0
2375,Community College,0,2020-08-07,107.0,8,70.5,0.0,4,0
2376,Community College,0,2020-08-08,,8,72.0,0.0,5,0
2377,Community College,0,2020-08-09,,8,79.0,0.0,6,0
2378,Community College,0,2020-08-10,106.0,8,83.0,0.0,0,0
2379,Community College,0,2020-08-11,107.0,8,83.5,0.0,1,0
2380,Community College,0,2020-08-12,108.0,8,83.5,0.0,2,1
2381,Community College,0,2020-08-13,107.0,8,76.0,0.0,3,0
2382,Community College,0,2020-08-14,107.0,8,74.0,0.0,4,0
2383,Community College,0,2020-08-15,,8,67.0,0.0,5,0
2384,Community College,0,2020-08-16,,8,67.5,0.16,6,0
2385,Community College,0,2020-08-17,106.0,8,66.5,0.08,0,0
2386,Community College,0,2020-08-18,107.0,8,76.0,0.16,1,1
2387,Community College,0,2020-08-19,107.0,8,69.0,0.06,2,1
2388,Community College,0,2020-08-20,106.0,8,71.0,0.0,3,0
2389,Community College,0,2020-08-21,107.0,8,76.0,0.0,4,0
2390,Community College,0,2020-08-22,106.0,8,74.5,0.0,5,0
2391,Community College,0,2020-08-23,106.0,8,77.5,1.33,6,0
2392,Community College,0,2020-08-24,107.0,8,77.0,0.0,0,0
2393,Community College,0,2020-08-25,107.0,8,78.5,0.0,1,0
2394,Community College,0,2020-08-26,107.0,8,68.0,0.0,2,1
2395,Community College,0,2020-08-27,108.0,8,63.0,0.18,3,0
2396,Community College,0,2020-08-28,108.5,8,71.5,0.0,4,0
2397,Community College,0,2020-08-29,108.0,8,70.5,0.07,5,0
2398,Community College,0,2020-08-30,105.0,8,70.0,0.0,6,0
2399,Community College,0,2020-08-31,107.0,8,64.5,0.0,0,0
2400,Community College,0,2020-09-01,107.0,9,65.5,0.0,1,0
2401,Community College,0,2020-09-02,108.0,9,66.5,0.2,2,0
2402,Community College,0,2020-09-03,107.0,9,71.5,0.01,3,1
2403,Community College,0,2020-09-04,106.0,9,76.5,0.0,4,0
2404,Community College,0,2020-09-05,105.0,9,69.5,0.0,5,0
2405,Community College,0,2020-09-06,105.0,9,70.5,0.0,6,0
2406,Community College,0,2020-09-07,105.0,9,72.0,0.0,0,0
2407,Community College,0,2020-09-08,108.0,9,70.0,0.0,1,0
2408,Community College,0,2020-09-09,108.0,9,70.0,0.0,2,0
2409,Community College,0,2020-09-10,107.0,9,75.0,0.25,3,1
2410,Community College,0,2020-09-11,107.0,9,65.5,0.0,4,0
2411,Community College,0,2020-09-12,107.0,9,60.0,0.0,5,0
2412,Community College,0,2020-09-13,106.5,9,65.0,0.0,6,0
2413,Community College,0,2020-09-14,107.0,9,65.5,0.0,0,0
2414,Community College,0,2020-09-15,106.0,9,55.0,0.0,1,0
2415,Community College,0,2020-09-16,107.0,9,62.0,0.0,2,0
2416,Community College,0,2020-09-17,105.0,9,68.0,0.0,3,0
2417,Community College,0,2020-09-18,107.0,9,58.5,0.0,4,1
2418,Community College,0,2020-09-19,105.0,9,53.0,0.0,5,0
2419,Community College,0,2020-09-20,106.0,9,52.0,0.0,6,0
2420,Community College,0,2020-09-21,107.5,9,53.0,0.0,0,0
2421,Community College,0,2020-09-22,106.0,9,55.5,0.0,1,0
2422,Community College,0,2020-09-23,107.0,9,67.5,0.0,2,0
2423,Community College,0,2020-09-24,106.0,9,70.0,0.0,3,0
2424,Community College,0,2020-09-25,106.0,9,65.0,0.0,4,0
2425,Community College,0,2020-09-26,106.0,9,66.5,0.0,5,0
2426,Community College,0,2020-09-27,107.0,9,70.0,0.0,6,1
2427,Community College,0,2020-09-28,107.0,9,72.0,0.05,0,0
2428,Community College,0,2020-09-29,107.0,9,70.5,0.0,1,0
2429,Community College,0,2020-09-30,107.0,9,66.0,0.46,2,1
2430,Community College,0,2020-10-01,106.0,10,67.0,0.0,3,0
2431,Community College,0,2020-10-02,106.0,10,59.0,0.02,4,1
2432,Community College,0,2020-10-03,105.5,10,56.5,0.0,5,0
2433,Community College,0,2020-10-04,107.0,10,56.0,0.0,6,1
2434,Community College,0,2020-10-05,106.0,10,57.5,,0,0
2435,Community College,0,2020-10-06,107.0,10,60.0,0.0,1,0
2436,Community College,0,2020-10-07,107.0,10,65.0,0.02,2,1
2437,Community College,0,2020-10-08,107.0,10,55.5,0.0,3,0
2438,Community College,0,2020-10-09,107.0,10,51.0,0.0,4,0
2439,Community College,0,2020-10-10,107.0,10,66.0,0.0,5,0
2440,Community College,0,2020-10-11,106.0,10,59.0,0.0,6,0
2441,Community College,0,2020-10-12,107.0,10,52.0,0.0,0,0
2442,Community College,0,2020-10-13,108.0,10,54.5,1.5,1,0
2443,Community College,0,2020-10-14,107.0,10,60.5,0.0,2,0
2444,Community College,0,2020-10-15,107.0,10,60.0,0.0,3,1
2445,Community College,0,2020-10-16,107.0,10,60.5,0.77,4,0
2446,Community College,0,2020-10-17,106.0,10,50.0,1.16,5,0
2447,Community College,0,2020-10-18,107.0,10,49.0,0.0,6,1
2448,Community College,0,2020-10-19,107.0,10,51.0,0.0,0,0
2449,Community College,0,2020-10-20,106.0,10,58.0,0.0,1,0
2450,Community College,0,2020-10-21,106.0,10,60.5,0.06,2,0
2451,Community College,0,2020-10-22,107.0,10,60.5,0.0,3,0
2452,Community College,0,2020-10-23,107.0,10,58.5,0.0,4,0
2453,Community College,0,2020-10-24,106.5,10,58.0,0.0,5,0
2454,Community College,0,2020-10-25,109.0,10,46.5,0.0,6,1
2455,Community College,0,2020-10-26,106.0,10,50.5,0.01,0,1
2456,Community College,0,2020-10-27,107.0,10,49.0,0.0,1,0
2457,Community College,0,2020-10-28,110.0,10,47.5,0.27,2,0
2458,Community College,0,2020-10-29,108.0,10,46.0,0.91,3,1
2459,Community College,0,2020-10-30,106.0,10,37.0,0.26,4,1
2460,Community College,0,2020-10-31,,10,35.0,0.0,5,0
2461,Community College,0,2020-11-01,,11,43.5,0.62,6,0
2462,Community College,0,2020-11-02,107.0,11,38.5,0.0,0,0
2463,Community College,0,2020-11-03,107.0,11,37.5,0.0,1,1
2464,Community College,0,2020-11-04,107.0,11,43.5,0.0,2,0
2465,Community College,0,2020-11-05,107.0,11,59.5,0.0,3,1
2466,Community College,0,2020-11-06,107.0,11,63.5,0.0,4,1
2467,Community College,0,2020-11-09,108.0,11,53.5,0.0,0,0
2468,Community College,0,2020-11-10,108.0,11,61.5,0.0,1,0
2469,Community College,0,2020-11-11,108.0,11,64.5,0.01,2,0
2470,Community College,0,2020-11-12,109.0,11,56.5,0.0,3,1
2471,Community College,0,2020-11-13,109.0,11,44.5,0.22,4,1
2472,Community College,0,2020-11-16,107.0,11,47.5,0.05,0,0
2473,Community College,0,2020-11-17,109.0,11,41.5,0.0,1,1
2474,Community College,0,2020-11-18,107.0,11,29.0,0.0,2,0
2475,Community College,0,2020-11-19,108.0,11,34.0,0.0,3,0
2476,Community College,0,2020-11-20,106.0,11,54.5,0.0,4,0
2477,Community College,0,2020-11-23,108.0,11,47.5,1.81,0,0
2478,Community College,0,2020-11-24,106.0,11,36.5,0.0,1,1
2479,Community College,0,2020-11-25,107.0,11,39.0,0.01,2,0
2480,Community College,0,2020-11-26,106.5,11,49.5,0.29,3,0
2481,Community College,0,2020-11-27,107.0,11,47.0,0.0,4,0
2482,Community College,0,2020-11-28,106.0,11,47.5,0.0,5,0
2483,Community College,0,2020-11-29,105.0,11,45.0,0.0,6,0
2484,Community College,0,2020-11-30,107.0,11,50.5,0.85,0,1
2485,Community College,0,2020-12-01,106.0,12,52.5,0.41,1,0
2486,Community College,0,2020-12-02,107.0,12,39.0,0.0,2,0
2487,Community College,0,2020-12-03,109.0,12,41.5,0.0,3,1
2488,Community College,0,2020-12-04,107.0,12,49.0,0.02,4,0
2489,Community College,0,2020-12-05,106.0,12,40.0,1.72,5,0
2490,Community College,0,2020-12-06,105.0,12,33.0,0.0,6,0
2491,Community College,0,2020-12-07,106.0,12,31.0,0.0,0,0
2492,Community College,0,2020-12-08,108.0,12,28.5,0.0,1,0
2493,Community College,0,2020-12-09,106.0,12,30.0,0.0,2,1
2494,Community College,0,2020-12-10,106.0,12,39.5,0.0,3,0
2495,Community College,0,2020-12-11,106.0,12,39.5,0.0,4,1
2496,Community College,0,2020-12-14,164.5,12,37.0,0.06,0,1
2497,Community College,0,2020-12-15,165.5,12,29.5,0.0,1,1
2498,Community College,0,2020-12-16,166.0,12,23.0,0.04,2,1
2499,Community College,0,2020-12-17,170.0,12,26.5,1.3,3,1
2500,Community College,0,2020-12-18,162.0,12,25.5,0.0,4,1
2501,Community College,0,2020-12-19,160.5,12,24.0,0.0,5,1
2502,Community College,0,2020-12-20,167.0,12,31.0,0.03,6,1
2503,Community College,0,2020-12-21,173.0,12,32.0,0.0,0,1
2504,Community College,0,2020-12-22,161.5,12,38.0,0.0,1,0
2505,Community College,0,2020-12-23,166.0,12,34.0,0.0,2,1
2506,Community College,0,2020-12-24,168.0,12,41.5,0.0,3,0
2507,Community College,0,2020-12-25,167.0,12,50.0,1.49,4,1
2508,Community College,0,2020-12-26,162.0,12,34.0,0.0,5,1
2509,Community College,0,2020-12-27,168.0,12,31.5,0.0,6,1
2510,Community College,0,2020-12-28,167.0,12,38.5,0.0,0,1
2511,Community College,0,2020-12-29,163.0,12,33.0,0.0,1,0
2512,Community College,0,2020-12-30,165.0,12,32.5,0.0,2,1
2513,Community College,0,2020-12-31,164.0,12,39.0,0.1,3,1
2514,Community College,1,2020-01-01,139.0,1,39.5,0.0,2,0
2515,Community College,1,2020-01-02,139.0,1,41.5,0.0,3,1
2516,Community College,1,2020-01-03,143.0,1,48.0,0.0,4,0
2517,Community College,1,2020-01-04,137.0,1,44.0,0.13,5,0
2518,Community College,1,2020-01-05,137.0,1,36.5,0.11,6,0
2519,Community College,1,2020-01-06,145.0,1,34.0,0.0,0,1
2520,Community College,1,2020-01-07,142.0,1,37.5,0.0,1,0
2521,Community College,1,2020-01-08,141.0,1,37.0,0.02,2,1
2522,Community College,1,2020-01-09,142.0,1,27.5,0.0,3,0
2523,Community College,1,2020-01-10,141.0,1,41.0,0.0,4,0
2524,Community College,1,2020-01-11,138.0,1,59.5,0.0,5,1
2525,Community College,1,2020-01-12,140.0,1,57.0,0.02,6,1
2526,Community College,1,2020-01-13,143.0,1,39.5,0.01,0,0
2527,Community College,1,2020-01-14,144.5,1,39.5,0.0,1,1
2528,Community College,1,2020-01-15,145.0,1,45.5,0.0,2,0
2529,Community College,1,2020-01-16,140.0,1,38.5,0.1,3,1
2530,Community College,1,2020-01-17,148.0,1,23.0,0.0,4,0
2531,Community College,1,2020-01-20,144.5,1,24.5,0.0,0,0
2532,Community College,1,2020-01-21,146.0,1,23.0,0.0,1,1
2533,Community College,1,2020-01-22,148.0,1,29.5,0.0,2,1
2534,Community College,1,2020-01-23,140.0,1,38.0,0.0,3,0
2535,Community College,1,2020-01-24,149.0,1,41.0,0.0,4,1
2536,Community College,1,2020-01-27,151.0,1,43.5,0.0,0,1
2537,Community College,1,2020-01-28,152.0,1,39.0,0.0,1,1
2538,Community College,1,2020-01-29,144.0,1,36.0,0.0,2,0
2539,Community College,1,2020-01-30,141.0,1,27.5,0.0,3,1
2540,Community College,1,2020-01-31,141.5,1,38.0,0.0,4,0
2541,Community College,1,2020-02-01,143.0,2,37.5,0.02,5,1
2542,Community College,1,2020-02-02,150.5,2,40.0,0.0,6,1
2543,Community College,1,2020-02-03,149.0,2,42.5,0.0,0,1
2544,Community College,1,2020-02-04,149.5,2,41.0,0.0,1,1
2545,Community College,1,2020-02-05,153.0,2,38.0,0.05,2,1
2546,Community College,1,2020-02-06,144.0,2,37.5,0.44,3,0
2547,Community College,1,2020-02-07,144.0,2,43.0,0.32,4,1
2548,Community College,1,2020-02-10,141.5,2,42.5,0.16,0,1
2549,Community College,1,2020-02-11,150.0,2,42.5,0.17,1,0
2550,Community College,1,2020-02-12,145.0,2,41.0,0.0,2,0
2551,Community College,1,2020-02-13,143.0,2,38.0,0.53,3,0
2552,Community College,1,2020-02-14,142.0,2,27.5,0.0,4,1
2553,Community College,1,2020-02-17,142.0,2,40.0,0.0,0,0
2554,Community College,1,2020-02-18,143.5,2,36.5,0.45,1,0
2555,Community College,1,2020-02-19,144.0,2,39.0,0.0,2,1
2556,Community College,1,2020-02-20,140.0,2,30.5,0.0,3,0
2557,Community College,1,2020-02-21,141.0,2,25.0,0.0,4,1
2558,Community College,1,2020-02-22,140.0,2,39.0,0.0,5,0
2559,Community College,1,2020-02-23,139.0,2,46.0,0.0,6,0
2560,Community College,1,2020-02-24,143.0,2,49.5,0.0,0,0
2561,Community College,1,2020-02-25,140.0,2,48.0,0.26,1,1
2562,Community College,1,2020-02-26,139.0,2,46.0,0.15,2,0
2563,Community College,1,2020-02-27,140.0,2,44.0,0.75,3,0
2564,Community College,1,2020-02-28,142.0,2,33.0,0.0,4,0
2565,Community College,1,2020-02-29,137.0,2,28.5,0.0,5,0
2566,Community College,1,2020-03-01,136.0,3,26.0,0.0,6,1
2567,Community College,1,2020-03-02,142.0,3,37.5,0.0,0,1
2568,Community College,1,2020-03-03,143.0,3,52.5,0.03,1,0
2569,Community College,1,2020-03-04,142.0,3,45.5,0.03,2,1
2570,Community College,1,2020-03-05,140.0,3,44.0,0.0,3,0
2571,Community College,1,2020-03-06,140.0,3,38.0,0.0,4,1
2572,Community College,1,2020-03-07,135.0,3,37.0,0.0,5,0
2573,Community College,1,2020-03-08,136.0,3,42.0,0.0,6,0
2574,Community College,1,2020-03-09,140.0,3,57.0,0.0,0,0
2575,Community College,1,2020-03-10,138.0,3,53.0,0.0,1,0
2576,Community College,1,2020-03-11,141.0,3,48.0,0.0,2,0
2577,Community College,1,2020-03-12,145.0,3,38.5,0.0,3,1
2578,Community College,1,2020-03-13,145.0,3,51.0,0.29,4,0
2579,Community College,1,2020-03-14,143.0,3,45.5,0.0,5,0
2580,Community College,1,2020-03-15,142.0,3,36.5,0.0,6,0
2581,Community College,1,2020-03-16,140.0,3,29.5,0.0,0,0
2582,Community College,1,2020-03-17,134.0,3,38.0,0.03,1,0
2583,Community College,1,2020-03-18,137.0,3,44.0,0.0,2,1
2584,Community College,1,2020-03-19,139.0,3,40.5,0.56,3,0
2585,Community College,1,2020-03-20,137.0,3,53.0,0.02,4,1
2586,Community College,1,2020-03-21,135.0,3,44.0,0.0,5,0
2587,Community College,1,2020-03-22,136.0,3,29.0,0.0,6,0
2588,Community College,1,2020-03-23,137.0,3,34.5,1.38,0,1
2589,Community College,1,2020-03-24,132.0,3,41.5,0.35,1,0
2590,Community College,1,2020-03-25,134.5,3,40.0,0.0,2,0
2591,Community College,1,2020-03-26,137.0,3,39.0,0.0,3,0
2592,Community College,1,2020-03-27,136.5,3,52.0,0.01,4,0
2593,Community College,1,2020-03-28,138.5,3,42.0,0.08,5,0
2594,Community College,1,2020-03-29,137.0,3,41.0,0.74,6,0
2595,Community College,1,2020-03-30,138.0,3,40.0,0.08,0,0
2596,Community College,1,2020-03-31,135.0,3,36.5,0.0,1,0
2597,Community College,1,2020-04-01,134.0,4,37.0,0.0,2,0
2598,Community College,1,2020-04-02,136.0,4,43.0,0.13,3,0
2599,Community College,1,2020-04-03,139.0,4,43.0,0.83,4,0
2600,Community College,1,2020-04-04,138.5,4,41.5,0.04,5,0
2601,Community College,1,2020-04-05,138.0,4,46.5,0.0,6,0
2602,Community College,1,2020-04-06,135.0,4,53.0,0.0,0,0
2603,Community College,1,2020-04-07,131.0,4,54.0,0.0,1,1
2604,Community College,1,2020-04-08,132.0,4,45.0,0.07,2,0
2605,Community College,1,2020-04-09,139.0,4,44.5,0.64,3,1
2606,Community College,1,2020-04-10,134.0,4,43.0,0.01,4,1
2607,Community College,1,2020-04-11,131.0,4,44.5,0.0,5,1
2608,Community College,1,2020-04-12,130.0,4,47.5,0.0,6,0
2609,Community College,1,2020-04-13,134.0,4,55.5,0.56,0,0
2610,Community College,1,2020-04-14,131.0,4,51.5,0.0,1,0
2611,Community College,1,2020-04-15,131.0,4,45.5,0.0,2,0
2612,Community College,1,2020-04-16,133.0,4,40.5,0.0,3,0
2613,Community College,1,2020-04-17,131.0,4,41.5,0.01,4,0
2614,Community College,1,2020-04-18,140.0,4,36.5,0.67,5,0
2615,Community College,1,2020-04-19,136.0,4,49.0,0.0,6,0
2616,Community College,1,2020-04-20,135.0,4,44.5,0.0,0,0
2617,Community College,1,2020-04-21,135.0,4,44.0,0.33,1,0
2618,Community College,1,2020-04-22,135.0,4,39.0,0.0,2,0
2619,Community College,1,2020-04-23,136.0,4,44.5,0.0,3,0
2620,Community College,1,2020-04-24,135.0,4,42.0,0.21,4,0
2621,Community College,1,2020-04-25,133.0,4,45.0,0.0,5,0
2622,Community College,1,2020-04-26,136.0,4,44.0,0.22,6,0
2623,Community College,1,2020-04-27,135.0,4,39.5,0.6,0,0
2624,Community College,1,2020-04-28,135.0,4,41.0,0.01,1,0
2625,Community College,1,2020-04-29,133.0,4,43.5,0.0,2,1
2626,Community College,1,2020-04-30,133.0,4,47.0,0.0,3,0
2627,Community College,1,2020-05-01,139.0,5,55.0,0.79,4,0
2628,Community College,1,2020-05-02,133.0,5,58.0,0.01,5,0
2629,Community College,1,2020-05-03,136.0,5,65.5,0.0,6,0
2630,Community College,1,2020-05-04,133.0,5,59.0,0.0,0,0
2631,Community College,1,2020-05-05,133.0,5,51.0,0.0,1,0
2632,Community College,1,2020-05-06,131.0,5,46.0,0.01,2,0
2633,Community College,1,2020-05-07,136.0,5,53.0,0.0,3,0
2634,Community College,1,2020-05-08,136.0,5,50.0,0.25,4,0
2635,Community College,1,2020-05-09,135.0,5,40.0,0.12,5,1
2636,Community College,1,2020-05-10,139.0,5,47.0,0.0,6,0
2637,Community College,1,2020-05-11,135.0,5,53.0,0.23,0,1
2638,Community College,1,2020-05-12,133.5,5,48.5,0.0,1,0
2639,Community College,1,2020-05-13,136.0,5,48.5,0.0,2,1
2640,Community College,1,2020-05-14,131.0,5,57.0,0.0,3,0
2641,Community College,1,2020-05-15,131.0,5,62.5,0.67,4,0
2642,Community College,1,2020-05-16,136.0,5,58.5,0.04,5,1
2643,Community College,1,2020-05-17,134.0,5,56.0,0.0,6,0
2644,Community College,1,2020-05-18,135.0,5,52.5,0.0,0,0
2645,Community College,1,2020-05-19,135.0,5,51.0,0.0,1,0
2646,Community College,1,2020-05-20,134.0,5,51.5,0.0,2,1
2647,Community College,1,2020-05-21,136.0,5,61.0,0.0,3,1
2648,Community College,1,2020-05-22,134.0,5,68.0,0.0,4,0
2649,Community College,1,2020-05-23,132.0,5,59.5,0.0,5,0
2650,Community College,1,2020-05-24,134.0,5,49.0,0.0,6,0
2651,Community College,1,2020-05-25,134.0,5,51.5,0.0,0,0
2652,Community College,1,2020-05-26,134.0,5,60.0,0.0,1,0
2653,Community College,1,2020-05-27,133.0,5,71.5,0.0,2,0
2654,Community College,1,2020-05-28,139.0,5,71.0,0.0,3,1
2655,Community College,1,2020-05-29,137.0,5,73.5,0.0,4,0
2656,Community College,1,2020-05-30,134.0,5,72.5,0.09,5,0
2657,Community College,1,2020-05-31,138.0,5,59.0,0.0,6,0
2658,Community College,1,2020-06-01,136.0,6,55.5,0.0,0,0
2659,Community College,1,2020-06-02,137.0,6,56.5,0.02,1,0
2660,Community College,1,2020-06-03,137.0,6,67.5,0.01,2,0
2661,Community College,1,2020-06-04,136.0,6,74.0,0.0,3,1
2662,Community College,1,2020-06-05,137.0,6,72.5,0.16,4,0
2663,Community College,1,2020-06-06,136.0,6,75.5,0.14,5,0
2664,Community College,1,2020-06-07,139.0,6,61.0,0.0,6,0
2665,Community College,1,2020-06-08,135.0,6,67.0,0.0,0,0
2666,Community College,1,2020-06-09,134.0,6,70.0,0.0,1,0
2667,Community College,1,2020-06-10,133.0,6,62.0,0.0,2,0
2668,Community College,1,2020-06-11,134.0,6,69.0,0.74,3,1
2669,Community College,1,2020-06-12,134.0,6,74.5,0.0,4,0
2670,Community College,1,2020-06-13,134.0,6,62.5,0.0,5,0
2671,Community College,1,2020-06-14,134.0,6,59.5,0.0,6,0
2672,Community College,1,2020-06-15,132.0,6,60.0,0.0,0,0
2673,Community College,1,2020-06-16,133.0,6,62.5,0.0,1,0
2674,Community College,1,2020-06-17,139.0,6,64.5,0.0,2,0
2675,Community College,1,2020-06-18,139.0,6,75.0,0.0,3,1
2676,Community College,1,2020-06-19,138.0,6,77.5,0.0,4,0
2677,Community College,1,2020-06-20,136.5,6,80.5,0.0,5,0
2678,Community College,1,2020-06-21,135.0,6,77.0,0.0,6,0
2679,Community College,1,2020-06-22,135.0,6,66.5,0.0,0,1
2680,Community College,1,2020-06-23,137.5,6,75.5,0.0,1,0
2681,Community College,1,2020-06-24,138.0,6,77.0,0.01,2,0
2682,Community College,1,2020-06-25,136.0,6,77.5,0.0,3,1
2683,Community College,1,2020-06-26,138.5,6,76.5,0.0,4,0
2684,Community College,1,2020-06-27,136.0,6,74.0,0.02,5,0
2685,Community College,1,2020-06-28,137.0,6,72.5,1.19,6,0
2686,Community College,1,2020-06-29,137.0,6,68.0,0.19,0,0
2687,Community College,1,2020-06-30,135.0,6,65.5,0.18,1,0
2688,Community College,1,2020-07-01,139.0,7,67.5,0.07,2,0
2689,Community College,1,2020-07-02,137.0,7,74.5,0.0,3,1
2690,Community College,1,2020-07-03,140.0,7,69.5,0.0,4,1
2691,Community College,1,2020-07-04,135.0,7,65.5,0.0,5,0
2692,Community College,1,2020-07-05,138.0,7,71.5,0.11,6,0
2693,Community College,1,2020-07-06,144.0,7,66.5,0.0,0,1
2694,Community College,1,2020-07-07,148.5,7,71.0,0.0,1,1
2695,Community College,1,2020-07-08,147.0,7,76.0,0.0,2,1
2696,Community College,1,2020-07-09,170.0,7,79.0,0.0,3,1
2697,Community College,1,2020-07-10,172.0,7,73.5,0.0,4,1
2698,Community College,1,2020-07-11,167.0,7,79.0,0.01,5,0
2699,Community College,1,2020-07-12,168.0,7,80.5,0.0,6,0
2700,Community College,1,2020-07-13,166.0,7,77.0,0.07,0,1
2701,Community College,1,2020-07-14,165.5,7,71.0,0.62,1,0
2702,Community College,1,2020-07-15,171.0,7,66.0,0.07,2,1
2703,Community College,1,2020-07-16,169.5,7,64.5,0.0,3,1
2704,Community College,1,2020-07-17,168.0,7,66.5,0.11,4,1
2705,Community College,1,2020-07-18,162.0,7,79.5,0.0,5,0
2706,Community College,1,2020-07-19,161.0,7,82.5,0.0,6,0
2707,Community College,1,2020-07-20,165.5,7,84.0,0.0,0,1
2708,Community College,1,2020-07-21,168.0,7,82.0,0.0,1,1
2709,Community College,1,2020-07-22,164.0,7,73.5,0.32,2,1
2710,Community College,1,2020-07-23,169.0,7,78.5,0.57,3,1
2711,Community College,1,2020-07-24,168.0,7,74.5,0.0,4,1
2712,Community College,1,2020-07-25,163.5,7,76.0,0.0,5,0
2713,Community College,1,2020-07-26,165.0,7,82.0,0.0,6,1
2714,Community College,1,2020-07-27,164.0,7,85.0,0.0,0,0
2715,Community College,1,2020-07-28,164.0,7,86.5,0.0,1,0
2716,Community College,1,2020-07-29,167.0,7,80.0,0.0,2,1
2717,Community College,1,2020-07-30,165.0,7,78.5,0.0,3,1
2718,Community College,1,2020-07-31,165.0,7,72.5,0.0,4,0
2719,Community College,1,2020-08-01,160.0,8,75.0,0.0,5,0
2720,Community College,1,2020-08-02,160.0,8,78.5,0.07,6,1
2721,Community College,1,2020-08-03,165.0,8,82.5,0.0,0,1
2722,Community College,1,2020-08-04,166.0,8,74.5,0.17,1,0
2723,Community College,1,2020-08-05,171.0,8,81.0,0.0,2,1
2724,Community College,1,2020-08-06,166.0,8,76.0,0.0,3,1
2725,Community College,1,2020-08-07,169.0,8,70.5,0.0,4,1
2726,Community College,1,2020-08-08,161.0,8,72.0,0.0,5,0
2727,Community College,1,2020-08-09,162.0,8,79.0,0.0,6,0
2728,Community College,1,2020-08-10,166.0,8,83.0,0.0,0,0
2729,Community College,1,2020-08-11,164.0,8,83.5,0.0,1,0
2730,Community College,1,2020-08-12,166.0,8,83.5,0.0,2,1
2731,Community College,1,2020-08-13,166.0,8,76.0,0.0,3,1
2732,Community College,1,2020-08-14,171.0,8,74.0,0.0,4,1
2733,Community College,1,2020-08-15,165.0,8,67.0,0.0,5,0
2734,Community College,1,2020-08-16,164.0,8,67.5,0.16,6,1
2735,Community College,1,2020-08-17,165.0,8,66.5,0.08,0,0
2736,Community College,1,2020-08-18,168.0,8,76.0,0.16,1,1
2737,Community College,1,2020-08-19,168.0,8,69.0,0.06,2,1
2738,Community College,1,2020-08-20,165.0,8,71.0,0.0,3,0
2739,Community College,1,2020-08-21,165.5,8,76.0,0.0,4,1
2740,Community College,1,2020-08-22,162.0,8,74.5,0.0,5,0
2741,Community College,1,2020-08-23,168.0,8,77.5,1.33,6,1
2742,Community College,1,2020-08-24,164.0,8,77.0,0.0,0,0
2743,Community College,1,2020-08-25,167.0,8,78.5,0.0,1,0
2744,Community College,1,2020-08-26,170.0,8,68.0,0.0,2,1
2745,Community College,1,2020-08-27,165.0,8,63.0,0.18,3,0
2746,Community College,1,2020-08-28,163.0,8,71.5,0.0,4,1
2747,Community College,1,2020-08-29,167.0,8,70.5,0.07,5,0
2748,Community College,1,2020-08-30,163.0,8,70.0,0.0,6,0
2749,Community College,1,2020-08-31,166.0,8,64.5,0.0,0,0
2750,Community College,1,2020-09-01,165.0,9,65.5,0.0,1,1
2751,Community College,1,2020-09-02,170.5,9,66.5,0.2,2,1
2752,Community College,1,2020-09-03,166.5,9,71.5,0.01,3,1
2753,Community College,1,2020-09-04,164.0,9,76.5,0.0,4,0
2754,Community College,1,2020-09-05,161.0,9,69.5,0.0,5,0
2755,Community College,1,2020-09-06,162.0,9,70.5,0.0,6,1
2756,Community College,1,2020-09-07,164.0,9,72.0,0.0,0,0
2757,Community College,1,2020-09-08,163.0,9,70.0,0.0,1,0
2758,Community College,1,2020-09-09,162.0,9,70.0,0.0,2,0
2759,Community College,1,2020-09-10,164.0,9,75.0,0.25,3,1
